.P25,PAR recovery volume,backup
.P2I,Power2Go disk image,backup
.P2V,PLAN2VIZ backup design plan,backup
.P3C,Primavera Project Planner compressed backup,backup
.PAL,Personal Ancestral data,backup
.PARTIMG,Partimage disk image file,backup
.PARTIMG.BZ2,Partimage disk image file,backup
.PARTIMG.GZ,Partimage disk image file,backup
.PB,PocketCache backup,backup
.PB1,Backup Mill backup,backup
.PBB,Mobile phonebook data,backup
.PBD,EaseUS Todo Backup backup file,backup
.PBF,PowerBackup backup archive,backup
.PBF,Sprite Backup mobile device image,backup
.PBF,Paragon disk image,backup
.PBR,Microsoft Publisher backup file,backup
.PCA,pcAnywhere registry backup,backup
.PCD,GX IEC Developer backup,backup
.PCHD,PC Backup Utilities backup file,backup
.PCK,Program package,backup
.PCU,PC MightyMax undo data,backup
.PCV,MozBackup backup,backup
.PCV,Move Me moving van file,backup
.PD2,DFSee partition table and boot sector backup,backup
.PD3,DFSee Partition Table and Boot Sector Backup,backup
.PD4,DFSee partition table and boot sector backup,backup
.PD5,DFSee partition table and boot sector backup,backup
.PDB,PowerDesigner physical model backup,backup
.PMB,Navicat for MariaDB backup,backup
.PMF,PartitionGuru backup image,backup
.PMZ4,Power Music backup archive file,backup
.PQB,PowerQuest BootMagic master boot backup,backup
.PREVIOUS,Mac OS X Address Book backup file,backup
.PRV,Previous version,backup
.PSA,Parallels Plesk Panel backup,backup
.PSB,Navicat uncompressed database backup,backup
.PSC,Navicat MySQL database compressed backup,backup
.PSPAUTOSAVE,Corel PaintShop Pro autosave,backup
.PSW,Microsoft Windows XP/Vista/7 backup password,backup
.PTB,Peachtree Complete Accounting backup,backup
.PURGEABLE,Time Machine corrupted backup,backup
.PVHD,Paragon Backup and Recovery backup,backup
.QB2014,QuickBooks for Mac 2014 backup,backup
.QB2015,QuickBooks 2015 backup,backup
.QBB,QuickBooks backup,backup
.QBK,QuickTax backup,backup
.QBMB,QuickBooks backup file,backup
.QCN,Qualcomm QPST drive backup,backup
.QDB,Quicken backup,backup
.QDF-BACKUP,Quicken financial data backup,backup
.QDK,QEMM startup files backup,backup
.QIB,Intuit backup,backup
.QIC,Microsoft Windows 95/98 backup,backup
.QMD,Quicken backup,backup
.QUICKBOOKSAUTODATARECOVERY,QuickBooks auto recovery data,backup
.QUICKEN2015BACKUP,Quicken for Mac 2015 backup,backup
.QUICKEN2016BACKUP,Quicken for Mac 2016 backup,backup
.QUICKEN2017BACKUP,Quicken for Mac 2017 backup,backup
.QUICKENBACKUP,Quicken Essentials for Mac financial data backup,backup
.R00,Norton Ghost rar archive,backup
.R02,Norton Ghost rar archive,backup
.R03,Norton Ghost rar file,backup
.R04,Norton Ghost rar file,backup
.R05,Norton Ghost rar archive,backup
.R06,Norton Ghost rar archive,backup
.R07,Norton Ghost rar file,backup
.R08,Norton Ghost rar archive,backup
.R09,Norton Ghost rar image,backup
.R10,Norton Ghost rar file,backup
.R11,Norton Ghost rar file,backup
.R12,Norton Ghost rar archive,backup
.R13,Norton Ghost rar file,backup
.R14,Norton Ghost rar image,backup
.R15,Norton Ghost rar file,backup
.R16,Norton Ghost rar file,backup
.R17,Norton Ghost rar archive,backup
.R18,Norton Ghost rar file,backup
.R19,Norton Ghost rar archive,backup
.R20,Norton Ghost rar file,backup
.R21,Norton Ghost rar file,backup
.R22,Norton Ghost rar file,backup
.R23,Norton Ghost rar archive,backup
.R24,Norton Ghost rar archive,backup
.R25,Norton Ghost rar archive,backup
.R26,Norton Ghost rar archive,backup
.R27,Norton Ghost rar archive,backup
.RAC,UltraEdit autorecovery data,backup
.RAR,WinRAR RAR compressed archive,backup
.RB0,Trend AntiVirus backup data,backup
.RB1,Reunion data backup,backup
.RB1,Trend AntiVirus backup,backup
.RB4,Trend AntiVirus backup,backup
.RBC,Roxio Retrospect backup catalogue,backup
.RBF,Oracle Database backup,backup
.RBF,Roxio Retrospect backup file,backup
.RBK,Microsoft Windows 95 registry backup,backup
.RBR,NICE Wordnet backup file,backup
.RDB,Retrospect backup set,backup
.RDO,Oracle Database redo log,backup
.RE3,HNDR-S4824 backup data,backup
.REC,Easy CD Creator recovery,backup
.REN,Renamed file,backup
.RGMB,RootsMagic backup data,backup
.RIM,BackupSoft backup,backup
.RKN,Reckon Accounts Personal Plus backup,backup
.RMAN,Oracle datafile backup,backup
.RMB,SafeGuard RemovableMedia keyring backup,backup
.RMBAK,Registry Mechanic backup,backup
.RMGB,RootsMagic database backup,backup
.RPK,NeverForget backup reminder data,backup
.RPMNEW,RPM Package Manager package backup,backup
.RPMORIG,RPM Package Manager package backup,backup
.RPMSAVE,RPM Package Manager package backup,backup
.RRR,Registry Mechanic backup,backup
.RWB,RefWorks backup,backup
.SAB,Sevilla automatic backup file,backup
.SAFE,WM Keeper CLASSIC purse file backup,backup
.SAT,Mozilla Firefox bookmark backup,backup
.SAV,Parallels Desktop saved state image,backup
.SAVED,Typicaly saved copy of any file format,backup
.SBB,Microsoft Office Accounting company backup,backup
.SBF,Google Android mobile phone backup file,backup
.SBK,SWiSH backup,backup
.SBK,Sevilla backup,backup
.SBU,Samsung Kies backup,backup
.SCP,Atari disk image,backup
.SDC,Stardock Central download archive file,backup
.SET,Microsoft Backup file set,backup
.SID,Steam game data backup,backup
.SIK,Microsoft Word backup,backup
.SIM,Steam game backup information,backup
.SIS,Steam game backup information,backup
.SKB,SketchUp graphics backup,backup
.SME,Samsung Kies SMS backup,backup
.SMEA,Samsung Kies messages backup,backup
.SMSBACKUP,ASUS Messaging sms backup,backup
.SN1,Drive Snapshot first differential backup,backup
.SN2,Drive SnapShot partial disk image,backup
.SN3,Samsung Kies 2 backup,backup
.SN4,Drive SnapShot partial disk image,backup
.SNBKP,S Note note backup,backup
.SNMM,Samsung Notes backup archive,backup
.SNS,Save-N-Sync backup project,backup
.SPARSEBUNDLE,Apple Mac OS X Time Machine dynamic image,backup
.SPARSEIMAGE,Apple Mac OS X sparse disk image,backup
.SPB,Samsung Kies exported phone contacts library,backup
.SPBA,Samsung Kies phone contacts library,backup
.SPI,ShadowProtect incremental disk change backup,backup
.SPS,SyncBackSE exported profile,backup
.SQB,SQL Backup Compact MS SQL server backup,backup
.SSB,Simply Safe Backup archive,backup
.SSC,Samsung Kies calendar backup,backup
.SSN,Samsung Kies notes backup,backup
.SSP,Splitter multipart split file,backup
.STG,Microsoft ActiveSync backup,backup
.SUN,Firefox bookmark backup file,backup
.SVD,Microsoft Word document autosave file,backup
.SVG,Microsoft Word glossary backup,backup
.SVL,Scramdisk volume,backup
.SVS,Microsoft Word style sheet autosave,backup
.SWP,Borland Sprint document backup,backup
.SYNCDB,iTunes saved contact database,backup
.TB2,TASBooks accounting backup file,backup
.TBK,The Bat! backup hives,backup
.TBK,Visual FoxPro memo backup,backup
.TBK,Memo backup,backup
.TCS,TreeComp snapshot data,backup
.TDR,ArVid tape backup,backup
.TIB,Acronis True Image disk image backup,backup
.TIBX,Acronis True Image 2020 backup,backup
.TIG,Texas Instruments connect backup,backup
.TJF,VAXTPU backup,backup
.TK2,Roxio/Take Two backup,backup
.TLBACKUP,True Launch Bar backup settings,backup
.TLY,Adobe Photoshop Elements backup catalog,backup
.TMB,Movie Magic Screenwriter document timed backup,backup
.TMP,Norton Antivirus backup,backup
.TMR,Free Countdown Timer saved countdown file,backup
.TOFP,Toshiba fingerprint utility settings backup,backup
.TOTALSBACKUP,Kedisoft Totals database backup,backup
.TPB,HiJaak PCL soft font file backup,backup
.TRN,Microsoft SQL Server transaction backup,backup
.TTBK,TurboTax backup file,backup
.TUE,Mozilla Firefox bookmark backup,backup
.UAS,Ulead PhotoImpact backup,backup
.UCI,UFS Explorer backup file,backup
.UDIF,Apple Mac Universal Disk Image Format,backup
.UID-ZPS,Zoner Photo Studio photo changes autobackup,backup
.UMB,MemMaker backup,backup
.UNDO,Backup data,backup
.UTB,?Backup backup,backup
.UUM,Minuum Keyboard backup,backup
.V2B,Texas Instruments TI Voyage 200 backup,backup
.V2I,Norton Ghost disk drive image,backup
.V30,QuickBooks v 3.0 backup,backup
.VBAK,Autodesk Vault backup data,backup
.VBB,VirtualBoss backup,backup
.VBF,VersaCheck backup,backup
.VBK,Veeam Backup virtual machine backup,backup
.VBK,VisualCADD backup,backup
.VBOX-PREV,VirtualBox settings backup,backup
.VBOXSAVE,SecurityBox encrypted data backup,backup
.VFS2,NUVICO EasyNet backup,backup
.VFS3,NUVICO EasyNet backup,backup
.VFS4,NUVICO EasyNet backup,backup
.VHB,Renee Becca backup archive,backup
.VIB,Veeam backup,backup
.VMF_AUTOSAVE,Valve Hammer Editor auto save file,backup
.VRB,Veeam Backup reversed incremental changes data,backup
.VSR,Cpcam backup video surveillance data,backup
.W40,Microsoft Windows 95 backup,backup
.WA~,Microsoft Address Book data,backup
.WACOMPREFS,Wacom preference backup archive,backup
.WBB,WinBackup backup,backup
.WBCAT,Microsoft Windows backup information,backup
.WBF1,Nintendo Wii loader backup,backup
.WBFS,Nintendo Wii backup file system data,backup
.WBK,Microsoft Word document saved backup,backup
.WBU,Samsung PC Studio backup,backup
.WBVERIFY,Microsoft Windows backup information,backup
.WCF,WebEx saved chat session,backup
.WED,Firefox bookmark backup,backup
.WHB,Apple iPod backup image,backup
.WHX,WinHex backup data,backup
.WIM,Windows Imaging Format archive,backup
.WIN,Microsoft Windows 95/98 backup,backup
.WJF,WinZip job file,backup
.WKP,Web CEO database backup,backup
.WMB2,Static Windows Mail Backup archive,backup
.WMC,MathCAD backup of startup data,backup
.WPB,Windows Phone Device Manager backup file,backup
.WSPAK,WebsitePanel backup,backup
.WX,Wanam Xposed backup,backup
.XAR,Microsoft Excel AutoRecover backup,backup
.XBK,XenServer backup,backup
.XFD,Atari disk image,backup
.XLK,Microsoft Excel backup,backup
.ZALOHA,Miranda IM backup file,backup
.ZAP13,TIA Portal V13 to backup PLC project,backup
.ZIP,WinZIP Compressed ZIP archive,archive
.ZW1,EPLAN project backup,backup
.ZW2,EPLAN symbols backup,backup
.ZW3,EPLAN standard sheet backup,backup
.ZW4,EPLAN forms backup file,backup
.ZW5,EPLAN macro backup,backup
.ZW6,EPLAN parts backup file,backup
.ZW7,EPLAN dictionaries backup,backup
.ZW8,EPLAN configuration data backup,backup
.ORG,Emacs Org Text Document,doc
.LTXD,Light Text Editor Document,doc
.DOC,Microsoft Word Document (Legacy),doc
.DOTM,Microsoft Word Macro-Enabled Document Template,doc
.EMBED,Embed Notes Note,doc
.DOTX,Microsoft Word Template,doc
.STY,LaTeX Style,doc
.LST,Data List,doc
.ADOC,AsciiDoc Document,doc
.UPD,Program Update Information,doc
.SAM,LMHOSTS Sample File,doc
.FPT,FoxPro Table Memo,doc
.MAN,Unix Manual,doc
.SMF,StarMath Formula File,doc
.HS,Java HelpSet File,doc
.ODM,OpenDocument Master Document,doc
.DOCX,Microsoft Word Document,doc
.SAVE,Nano Temporary Save File,doc
.DIZ,Description in Zip File,doc
.GFORM,Google Forms Shortcut,doc
.RFT,Revisable Form Text Document,doc
.WTT,Write! Document,doc
.DSC,Text Description File,doc
.FCF,Final Draft Converter File,doc
.LXFML,LEGO Digital Designer XML File,doc
.MNT,FoxPro Menu Memo,doc
.ME,Readme Text File,doc
.STORY,Storyist Document,doc
.LTX,LaTeX Document,doc
.EIO,Yozo Office File,doc
.APPODEAL,Appodeal Text File,doc
.FODT,OpenDocument Flat XML Document,doc
.COPF,Copy Operation File,doc
.FOUNTAIN,Fountain Script File,doc
.FBL,CADfix Command Level Log File,doc
.GDOC,Google Docs Shortcut,doc
.ANS,ANSI Text File,doc
.GPD,Generic Printer Description File,doc
.GSITE,Google Sites Shortcut,doc
.QBL,QuickBooks License File,doc
.APT,Almost Plain Text File,doc
.TEX,LaTeX Source Document,doc
.TXT,Plain Text File,doc
.VNT,Mobile Phone vNote File,doc
.TLB,VAX Text Library,doc
.IPYNB,Jupyter Notebook,doc
.LOG,Log File,doc
.FADEIN.TEMPLATE,Fade In Template,doc
.AIM,AIMMS ASCII Model File,doc
.LUE,Norton LiveUpdate Log File,doc
.PWDPL,Password Pad Lite Document,doc
.B,Brainf*ck Source Code File,doc
.IPSPOT,iPhoto Spot File,doc
.IPF,OS/2 Help File,doc
.TMDX,TextMaker Document,doc
.KLG,KOFIA Log,doc
.XY,XYWrite Document,doc
.RPT,Generic Report,doc
.DROPBOX,Dropbox Shared Folder Tracker,doc
.LIS,SQR Output File,doc
.DOCM,Microsoft Word Macro-enabled Document,doc
.WPS,Microsoft Works Word Processor Document,doc
.BF,Brainf*ck Source Code File,doc
.GSD,General Station Description File,doc
.TEXT,Plain Text File,doc
.RST,reStructuredText File,doc
.WPD,WordPerfect Document,doc
.LST,FoxPro Documenting Wizard List,doc
.RTF,Rich Text Format File,doc
.ASC,Autodesk ASCII Export File,doc
.README,Readme File,doc
.SCM,Schema File,doc
.OPEICO,Opeico Text File,doc
.DXB,Duxbury Braille File,doc
.AWW,Ability Write Document,doc
.1ST,Readme File,doc
.ASC,ASCII Text File,doc
.EMULECOLLECTION,eMule Data File,doc
.WPT,WordPerfect Template,doc
.JARVIS,Jarvis Subscriber File,doc
.DM,BYOND Dream Maker Code,doc
._DOCX,Renamed Microsoft Word Document,doc
.MD5.TXT,Message Digest 5 Hash File,doc
.BIB,BibTeX Bibliography Database,doc
.RIS,Research Information Systems Citation File,doc
.HWP,Hanword Document,doc
.WPS,Kingsoft Writer Document,doc
.TFRPROJ,theFrame Project File,doc
.ATY,Association Type Placeholder,doc
.TMVX,TextMaker Document Template,doc
.BIB,Bibliography Document,doc
.KLG,Log File,doc
.RAD,Radar ViewPoint Radar Data,doc
.EPP,EditPad Pro Project,doc
.TM,TeXmacs Document,doc
.ETF,ENIGMA Transportable File,doc
.GSCRIPT,Google Apps Script Shortcut,doc
.BDR,Exchange Non-Delivery Report Body File,doc
.LUF,Lipikar Uniform Format File,doc
.WPW,WP Works Word Processor File,doc
.KNT,KeyNote Note File,doc
.OTT,OpenDocument Document Template,doc
.PAGES,Apple Pages Document,doc
.STRINGS,Text Strings File,doc
.SCC,Scenarist Closed Caption File,doc
.BAD,Exchange Badmail File,doc
.JNP,Java Web Start File,doc
.ODT,OpenDocument Text Document,doc
.WRI,Microsoft Write Document,doc
.MSG,Outlook Message Item File,doc
.DOCZ,ThinkFree Online Note Document,doc
.FAQ,Frequently Asked Questions Document,doc
.NFO,Warez Information File,doc
.FDX,Final Draft Document,doc
.CEC,Studio C Alpha Upgrade File,doc
.RUN,Runscanner Scan File,doc
.WP7,WordPerfect 7 Document,doc
.FDT,Final Draft 5-7 Template,doc
.EML,E-Mail Message,doc
.RTX,Rich Text Document,doc
.ERR,Error Log File,doc
.GTABLE,Google Fusion Table Shortcut,doc
.KES,Kurzweil 3000 Document,doc
.OMFL,Open Multiple Files File List,doc
.GMAP,Google My Maps Shortcut,doc
.BDP,Exchange Diagnostic Message,doc
.LP2,iLEAP Word Processing Document,doc
.SAF,SafeText File,doc
.SE,Shuttle Document,doc
.TMD,TextMaker Document,doc
.MBOX,Email Mailbox,doc
.RTFD,Rich Text Format Directory File,doc
.PWD,Pocket Word Document,doc
.ETX,Structure Enhanced Text (Setext) File,doc
.FDR,Final Draft Document,doc
.U3I,U3 Application Information File,doc
.DFTI,FlexiWrite Document,doc
.CHARSET,Character Set,doc
.BEAN,Bean Rich Text Document,doc
.FRT,FoxPro Report Memo,doc
.TEXTCLIPPING,Mac OS X Text Clipping File,doc
.SGM,SGML File,doc
.PAGES-TEF,Pages iCloud Document,doc
.SXW,StarOffice Writer Document,doc
.COD,Atlantis Word Processor Encrypted Document,doc
.NOTE,Notability Note File,doc
.GSLIDES,Google Slides Shortcut,doc
.DX,DEC WPS Plus File,doc
.STW,StarOffice Document Template,doc
.QDL,QDL Program,doc
.GJAM,Google Jamboard Shortcut,doc
.DVI,Device Independent Format File,doc
.NGLOSS,Nisus Writer Glossary,doc
.SDM,StarOffice Mail Message,doc
.RVF,RichView Format File,doc
.JIS,Japanese Industry Standard Text,doc
.ODIF,Open Document Interchange Format,doc
.XWP,XMLwriter Project,doc
.TEMPLATE,Apple Pages Template,doc
.ODO,Online Operating System Write Document,doc
.EMLX,Apple Mail Message,doc
0.602,Text602 Document,doc
.BTXT,BTXTPad Document,doc
.XWP,Xerox Writer Text Document,doc
.WPT,Kingsoft Writer Template,doc
.NDOC,Naver Word,doc
.UTF8,Unicode UTF8-Encoded Text Document,doc
.PSW,Pocket Word Document,doc
.SLA,Scribus Document,doc
.TAB,Tab Separated Data File,doc
.P7S,Digitally Signed Email Message,doc
.BIBTEX,BibTeX Bibliography Database,doc
.EIT,Yozo Office Template File,doc
.SUBLIME-PROJECT,Sublime Text Project File,doc
.TRELBY,Trelby File,doc
.ABW,AbiWord Document,doc
.KON,Yahoo! Widget XML File,doc
.CHORD,Song Chords File,doc
.DOCXML,Microsoft Word XML Document,doc
.HWP,Hangul Text Document,doc
.UOT,Uniform Office Document,doc
.IDX,Outlook Express Mailbox Index File,doc
.SDOC,Satra Khmer Document,doc
.DCA,DisplayWrite Document,doc
.SMS,Exported SMS Text Message,doc
.PWI,Pocket Word Document,doc
.LNK42,Windows 93 Desktop Shortcut,doc
.PRT,Printer Output File,doc
.CALCA,Calca Document,doc
.LBT,FoxPro Label Memo,doc
.RZK,File Crypt Password File,doc
.MELLEL,Mellel Document,doc
.BNA,Barna Word Processor Document,doc
.WPD,602Text Word Processing Document,doc
.MWD,Mariner Write Document,doc
.HHT,Help and Support Center HHT File,doc
.RZN,Red Zion Notes File,doc
.PVM,Photo Video Manifest File,doc
.NOTES,Memento Notes File,doc
.SESSION,Mozilla Firefox Session File,doc
.TPC,Topic Connection Placeholder,doc
.PWR,PowerWrite Document,doc
.JP1,Japanese (Romaji) Text File,doc
.HIGHLAND,Highland Document,doc
.BML,Braille 2000 Braille File,doc
.MSS,CartoCSS Map Stylesheet,doc
.MD,MuseData Musical Score,doc
.XYW,XYWrite for Windows Document,doc
.BXT,Balabolka Text Document,doc
.WP,WordPerfect Document,doc
.NOW,Readme File,doc
.WP4,WordPerfect 4 Document,doc
.SCRIVX,Scrivener XML Document,doc
.SCRIV,Scrivener Document,doc
.LATEX,LaTeX Document,doc
.PLAIN,Plain Text File,doc
.HBK,Mathcad Handbook File,doc
.SLA.GZ,Scribus Compressed Document,doc
.BOC,EasyWord Big Document,doc
.MWP,Lotus Word Pro SmartMaster File,doc
.VCF,Variant Call Format File,doc
.ZRTF,Nisus Compressed Rich Text File,doc
.SAFETEXT,SafeText File,doc
.MW,MacWrite Text Document,doc
.FDF,Acrobat Forms Data Format,doc
.FLR,Flare Decompiled ActionScript File,doc
.BTD,Business-in-a-Box Document,doc
.CNM,NoteMap Outline File,doc
.XBDOC,Xiosis Scribe Document,doc
.UTXT,Unicode Text File,doc
.JOE,JOE Document,doc
.ERR,FoxPro Compilation Error,doc
._DOC,Renamed Microsoft Word Document,doc
.JTD,JustSystems Ichitaro Document,doc
.ACT,FoxPro Documenting Wizard Action Diagram,doc
.MELL,Mellel Word Processing File,doc
.WPD,ACT! 2 Word Processing Document,doc
.WPL,DEC WPS Plus Text Document,doc
.LYX,LyX Document,doc
.EUC,Extended Unix Code File,doc
.NJX,NJStar Document,doc
.HZ,Chinese (Hanzi) Text,doc
.CAST,Asciicast Terminal Recording,doc
.SHIM,Scoop Shim File,doc
.ORT,Rich Text Editor Document,doc
.XDL,Oracle Expert Definition Language File,doc
.WBK,WordPerfect Workbook,doc
.DGS,Dagesh Pro Document,doc
.OFL,Ots File List,doc
.ASCII,ASCII Text File,doc
.LWP,Lotus Word Pro Document,doc
.WP6,WordPerfect 6 Document,doc
.FWDN,fWriter Document,doc
.PRT,Crypt Edit Protected Text Format File,doc
.FFT,Final Form Text File,doc
.MPD,MPEG-DASH Media Presentation Description,doc
.TDF,Guide Text Definition File,doc
.TMV,TextMaker Template,doc
.PMO,Pegasus Saved Message File,doc
.AWT,AbiWord Template,doc
.XBPLATE,Xiosis Scribe Template,doc
.AWP,Ability Write Template,doc
.GPN,GlidePlan Map Document,doc
.ZABW,Compressed AbiWord Document File,doc
.SAM,Ami Pro Document,doc
.RTD,RagTime Document,doc
.LICENSE,Software License File,doc
.DWD,DavkaWriter File,doc
.UNAUTH,SiteMinder Unauthorized Message File,doc
.QUID,QuidProQuo Document,doc
.GV,Graphviz DOT File,doc
.LTR,Letter File,doc
.SDW,StarOffice Writer Text Document,doc
.SXG,Apache OpenOffice Master Document,doc
.OPENBSD,OpenBSD Readme File,doc
.PLANTUML,PlantUML File,doc
.CRWL,Windows Crawl File,doc
.PIMX,Adobe Package Installation Management File,doc
.NB,Nota Bene File,doc
.PU,PlantUML File,doc
.XYP,XYWrite Plus Document,doc
.VCT,Visual Class Library Memo,doc
.SCT,FoxPro Form Memo,doc
.DEL,Delimited ASCII File,doc
.EBP,Express Burn Project,doc
.XWP,Crosstalk Session File,doc
.OCR,FAXGrapper Fax Text File,doc
.LYT,TurboTax Install Log File,doc
.DESCRIPTION,youtube-dl Video Description,doc
.TDF,Xserve Test Definition File,doc
.BBS,Bulletin Board System Text,doc
.ASE,Autodesk ASCII Scene Export File,doc
.DNE,Netica Text File,doc
.CYI,Clustify Input File,doc
.WEBDOC,Box.net Web Document,doc
.XY3,XYWrite III Document,doc
.GTHR,Gather Log File,doc
.XDL,XML Schema File,doc
.FDXT,Final Draft 8 Template,doc
.KWD,KWord Document,doc
.QPF,QuickPad Encrypted Document,doc
.LNT,Laego Note Taker File,doc
.UNX,Unix Text File,doc
.SUBLIME-WORKSPACE,Sublime Text Workspace File,doc
.WSD,WordStar Document,doc
.FGS,Fig Figure Settings File,doc
.NWP,Now Contact WP Document,doc
.VPDOC,VoodooPad Document,doc
.BWD,BanglaWord Document,doc
.SKCARD,Starfish Sidekick Card File,doc
.PWDP,Password Pad Document,doc
.PTNX,EasyBeadPatterns Pattern,doc
.SW3,Scriptware Screenplay,doc
.TID,TiddlyWiki Tiddler,doc
.UOF,Uniform Office Document,doc
.NWM,Nisus Macro,doc
.FDS,Final Draft Secure Copy,doc
.PVJ,ProofVision Job Ticket,doc
.MELTEM,Mellel Template,doc
.ZZS,Zyzzyva Search,doc
.CWS,Claris Works Template,doc
.DXP,Duxbury Print File,doc
.ZZQ,Zyzzyva Quiz,doc
.BRX,Beam Report Document,doc
.PFX,First Choice Word Processing Document,doc
.EMF,Jasspa MicroEmacs Macro File,doc
.WP5,WordPerfect 5 Document,doc
.ZW,Chinese Text File,doc
.WTX,Text Document,doc
.JRTF,JAmes OS Rich Text File,doc
.WPA,ACT! Word Processing Document,doc
.MIN,Mint Source File,doc
.TVJ,TrueView Job Ticket,doc
.PDPCMD,Pdplayer Command File,doc
.SCW,Movie Magic Screenwriter Document,doc
.WN,WriteNow Text Document,doc
.IIL,CleanSweep Installation Log,doc
.ODP,Organ Definition Project,doc
.NWCTXT,NoteWorthy Composer Text File,doc
.BZABW,Compressed AbiWord Document,doc
.VW,Volkswriter Text File,doc
.GMD,GroupMail Message,doc
.MCW,MacWrite II Document,doc
.DOX,MultiMate Document,doc
.VWR,Velconoe Write Document,doc
.TY+,TiVo Video Recording File,video
.SWF,Shockwave Flash Movie,video
.AEP,After Effects Project,video
.MKV,Matroska Video,video
.PZ,Panzoid Video Project,video
.SFD,Sofdec Dreamcast Movie,video
.KINE,KineMaster Project File,video
.PSV,Pluralsight Video File,video
.PRPROJ,Premiere Pro Project,video
.PIV,Pivot Animator Animation,video
.PLOT,Plotagon Studio Project,video
.PIC,Pictor Paint Image,video
.INP,Sony Camcorder Image Management File,video
.VPROJ,VSDC Video Editor Project,video
.DRP,DaVinci Resolve Project,video
.PLOTDOC,Plotagon Project File,video
.SCM,Super Chain Media File,video
.ANM,DeluxePaint Animation,video
.VEG,VEGAS Video Project,video
.WLMP,Windows Live Movie Maker Project,video
.MSDVD,Windows DVD Maker Project File,video
.AEC,Cinema 4D After Effects Composition,video
.WEBM,WebM Video,video
.BIK,Bink Video File,video
.KDENLIVE,Kdenlive Project,video
.MSWMM,Windows Movie Maker Project,video
.DCR,Digital Court Recorder Video File,video
.EVO,SeeVogh Player Video Recording,video
.AMC,AMC Video File,video
.WPL,Windows Media Player Playlist,video
.SCM,ScreenCam Screen Recording,video
.VPJ,VideoPad Video Editor Project File,video
.MP4,MPEG-4 Video,video
.MP5,Chinese Portable Media Player Video,video
.DIR,Adobe Director Movie,video
.BK2,Bink Video 2 File,video
.DCR,Liberty Video Recording File,video
.FCP,Final Cut Project,video
.FBR,FlashBack Screen Recording,video
.SRT,SubRip Subtitle File,video
.MPV,MPEG Elementary Stream Video File,video
.VOB,DVD Video Object File,video
.MSE,MediaShow Slideshow Project File,video
.RMVB,RealMedia Variable Bit Rate File,video
.SUB,MicroDVD Subtitle File,video
.SCREENFLOW,ScreenFlow Document,video
.FLC,FLIC Animation,video
.CLPI,Blu-ray Clip Information File,video
.SBT,SBT Subtitle File,video
.SSF,Structured Subtitle Format File,video
.VSP,VideoStudio Project,video
.PAC,PAC Subtitles File,video
.3GP,3GPP Multimedia File,video
.IFO,DVD-Video Disc Information File,video
.VII,ViiVid Multi-Vantage Video,video
.DMSM,VideoWave Movie Project File,video
.CINE,Phantom Digital Video File,video
.MXF,Material Exchange Format,video
.REC,Topfield PVR Recording,video
.MPEG,MPEG Video,video
.CAMPROJ,Camtasia Studio Project,video
.IVR,Internet Video Recording,video
.MVD,Movie Edit Pro Movie File,video
.DMX,Source Filmmaker Project,video
.VP6,TrueMotion VP6 Video File,video
.DB2,Samsung CCTV Video Information File,video
.VTT,Web Video Text Tracks File,video
.ALPX,ACDSee Luxea Video Editor Project,video
.DPA,DrawPlus Animation File,video
.M4U,MPEG-4 Playlist,video
0.264,IP/CCTV Video File,video
.WMMP,Windows Movie Maker Project File,video
.PSH,Photodex Slide Show,video
.TSV,Digital Receiver Video Recording,video
.TRP,HD Video Transport Stream,video
.SWI,SWiSH Project File,video
.RCD,pcAnywhere Recorded Session File,video
.GTS,CaptiveWorks PVR Video File,video
.WMV,Windows Media Video,video
.AEPX,After Effects XML Project,video
.MGV,PSP Video File,video
.AMX,Adobe Motion Exchange File,video
.D3V,Datel Video File,video
.MANI,Mine-imator Project File,video
.MVP,MAGIX Video Project File,video
.META,RealPlayer Metafile,video
.HDMOV,QuickTime HD Movie File,video
.RMS,Secure Real Media File,video
.VIDEO,aTube Catcher Video File,video
.3GP2,3GPP Multimedia File,video
.ISMV,IIS Smooth Streaming Video File,video
.VIV,VivoActive Video File,video
.OGV,Ogg Video File,video
.VC1,VC-1 Video File,video
.ASF,Advanced Systems Format File,video
.FLV,Flash Video File,video
.SER,Astronomical Capture Video File,video
.CPVC,Adobe Captivate Video Composition,video
.ZM2,ZSNES Movie #2 File,video
.VDR,VirtualDub Signpost File,video
.RCUT,Webinaria Recording Cut,video
.ALE,Avid Log Exchange File,video
.M2TS,Blu-ray BDAV Video File,video
.M4S,MPEG-DASH Video Segment,video
.G2M,GoToMeeting Recording File,video
.MYS,Vineyard Captured Video File,video
.TVSHOW,mimoLive Show,video
.GFP,GreenForce-Player Protected Media File,video
.NCOR,Adobe Encore Project File,video
.JTV,JRiver TV File,video
.ARCUT,Prelude Rough Cut File,video
.SIV,Silicon Imaging Video File,video
.MPSUB,MPlayer Subtitles File,video
.PMF,PSP Movie File,video
.MEPS,Movavi Slideshow Maker Project,video
.DXR,Protected Macromedia Director Movie,video
.DV4,Bosch Security Systems CCTV Video File,video
.MPROJ,Mine-imator Project,video
.MP4V,MPEG-4 Video,video
.TS,Video Transport Stream File,video
.MP4.INFOVID,Parrot AR Drone and Gyro Flyer Video,video
.MOB,MOBTV Video File,video
.TREC,TechSmith Recording File,video
.IDX,VobSub Subtitles Index File,video
.CME,Command Multimedia Evidence File,video
